"dist_bp","r2"
87121,0.247318937160762
142965,0.132216037994386
1,1
2,1
15,1
2,1
9,1
1318,0.285782621870467
57,0.315760308335272
1,1
151418,0.140855288529353
233596,0.283553478208595
